title,abstract,database,database_id,doi
development of a german reading span test with dual task design for application in cognitive hearing research,"418. Int J Audiol. 2015 Feb;54(2):136-41. doi: 10.3109/14992027.2014.952458. Epub 2014 Sep 8.Development of a German reading span test with dual task design for application in cognitive hearing research.Carroll R(1), Meis M, Schulte M, Vormann M, Kießling J, Meister H.Author information:(1)* Cluster of Excellence 'Hearing4all' , Oldenburg , Germany.OBJECTIVE: To report the development of a standardized German version of a reading span test (RST) with a dual task design. Special attention was paid to psycholinguistic control of the test items and time-sensitive scoring. We aim to establish our RST version to use for determining an individual's working memory in the framework of hearing research in German contexts.DESIGN: RST stimuli were controlled and pretested for psycholinguistic factors. The RST task was to read sentences, quickly determine their plausibility, and later recall certain words to determine a listener's individual reading span. RST results were correlated with outcomes of additional sentence-in-noise tests measured in an aided and an unaided listening condition, each at two reception thresholds.STUDY SAMPLE: Item plausibility was pre-determined by 28 native German participants. An additional 62 listeners (45-86 years, M = 69.8) with mild-to-moderate hearing loss were tested for speech intelligibility and reading span in a multicenter study.RESULTS: The reading span test significantly correlated with speech intelligibility at both speech reception thresholds in the aided listening condition.CONCLUSION: Our German RST is standardized with respect to psycholinguistic construction principles of the stimuli, and is a cognitive correlate of intelligibility in a German matrix speech-in-noise test.DOI: 10.3109/14992027.2014.952458",pubmed,25195607,10.3109/14992027.2014.952458
ledbased optical cochlear implants for spectrally selective activation of the auditory nerve,"819. EMBO Mol Med. 2020 Aug 7;12(8):e12387. doi: 10.15252/emmm.202012387. Epub 2020 Jun 29.μLED-based optical cochlear implants for spectrally selective activation of the auditory nerve.Dieter A(#)(1)(2), Klein E(#)(3), Keppeler D(1), Jablonski L(1)(4), Harczos T(1)(4), Hoch G(1)(4), Rankovic V(1)(4)(5), Paul O(3)(6), Jeschke M(1)(4)(7), Ruther P(3)(6), Moser T(1)(2)(4)(8)(9).Author information:(1)Institute for Auditory Neuroscience and InnerEarLab, University Medical Center Göttingen, Göttingen, Germany.(2)Göttingen Graduate School for Neurosciences and Molecular Biosciences, University of Göttingen, Göttingen, Germany.(3)Department of Microsystems Engineering (IMTEK), University of Freiburg, Freiburg, Germany.(4)Auditory Neuroscience and Optogenetics Laboratory, German Primate Center, Göttingen, Germany.(5)Restorative Cochlear Genomics Group, Auditory Neuroscience and Optogenetics Laboratory, German Primate Center, Göttingen, Germany.(6)BrainLinks-BrainTools, Cluster of Excellence, University of Freiburg, Freiburg, Germany.(7)Cognitive Hearing in Primates Group, Auditory Neuroscience and Optogenetics Laboratory, German Primate Center, Göttingen, Germany.(8)Auditory Neuroscience Group, Max Planck Institute for Experimental Medicine, Göttingen, Germany.(9)Cluster of Excellence ""Multiscale Bioimaging: from Molecular Machines to Networks of Excitable Cells"" (MBExC), University of Goettingen, Goettingen, Germany.(#)Contributed equallyElectrical cochlear implants (eCIs) partially restore hearing and enable speech comprehension to more than half a million users, thereby re-connecting deaf patients to the auditory scene surrounding them. Yet, eCIs suffer from limited spectral selectivity, resulting from current spread around each electrode contact and causing poor speech recognition in the presence of background noise. Optogenetic stimulation of the auditory nerve might overcome this limitation as light can be conveniently confined in space. Here, we combined virus-mediated optogenetic manipulation of cochlear spiral ganglion neurons (SGNs) and microsystems engineering to establish acute multi-channel optical cochlear implant (oCI) stimulation in adult Mongolian gerbils. oCIs based on 16 microscale thin-film light-emitting diodes (μLEDs) evoked tonotopic activation of the auditory pathway with high spectral selectivity and modest power requirements in hearing and deaf gerbils. These results prove the feasibility of μLED-based oCIs for spectrally selective activation of the auditory nerve.© 2020 The Authors. Published under the terms of the CC BY 4.0 license.DOI: 10.15252/emmm.202012387PMCID: PMC7411546",pubmed,32596983,10.15252/emmm.202012387
comparing binaural preprocessing strategies i instrumental evaluation,"258. Trends Hear. 2015 Dec 30;19:2331216515617916. doi: 10.1177/2331216515617916.Comparing Binaural Pre-processing Strategies I: Instrumental Evaluation.Baumgärtel RM(1), Krawczyk-Becker M(2), Marquardt D(3), Völker C(4), Hu H(4), Herzke T(5), Coleman G(5), Adiloğlu K(5), Ernst SM(4), Gerkmann T(2), Doclo S(3), Kollmeier B(4), Hohmann V(6), Dietz M(4).Author information:(1)Medical Physics Group, Carl von Ossietzky Universität Oldenburg, Oldenburg, Germany Cluster of Excellence ""Hearing4all,"" Oldenburg, Germany Regina.Baumgaertel@uni-oldenburg.de.(2)Cluster of Excellence ""Hearing4all,"" Oldenburg, Germany Speech Signal Processing Group, Carl von Ossietzky Universität Oldenburg, Oldenburg, Germany.(3)Cluster of Excellence ""Hearing4all,"" Oldenburg, Germany Signal Processing Group, Carl von Ossietzky Universität Oldenburg, Oldenburg, Germany.(4)Medical Physics Group, Carl von Ossietzky Universität Oldenburg, Oldenburg, Germany Cluster of Excellence ""Hearing4all,"" Oldenburg, Germany.(5)Cluster of Excellence ""Hearing4all,"" Oldenburg, Germany HörTech gGmbH, Oldenburg, Germany.(6)Medical Physics Group, Carl von Ossietzky Universität Oldenburg, Oldenburg, Germany Cluster of Excellence ""Hearing4all,"" Oldenburg, Germany HörTech gGmbH, Oldenburg, Germany.In a collaborative research project, several monaural and binaural noise reduction algorithms have been comprehensively evaluated. In this article, eight selected noise reduction algorithms were assessed using instrumental measures, with a focus on the instrumental evaluation of speech intelligibility. Four distinct, reverberant scenarios were created to reflect everyday listening situations: a stationary speech-shaped noise, a multitalker babble noise, a single interfering talker, and a realistic cafeteria noise. Three instrumental measures were employed to assess predicted speech intelligibility and predicted sound quality: the intelligibility-weighted signal-to-noise ratio, the short-time objective intelligibility measure, and the perceptual evaluation of speech quality. The results show substantial improvements in predicted speech intelligibility as well as sound quality for the proposed algorithms. The evaluated coherence-based noise reduction algorithm was able to provide improvements in predicted audio signal quality. For the tested single-channel noise reduction algorithm, improvements in intelligibility-weighted signal-to-noise ratio were observed in all but the nonstationary cafeteria ambient noise scenario. Binaural minimum variance distortionless response beamforming algorithms performed particularly well in all noise scenarios.© The Author(s) 2015.DOI: 10.1177/2331216515617916PMCID: PMC4771044",pubmed,26721920,10.1177/2331216515617916
defining interdisciplinary competencies for audiological rehabilitation findings from a modified delphi study,"Objectives: The aim of this study is to derive a consensus on an interdisciplinary competency framework regarding a holistic approach for audiological rehabilitation (AR), which includes disciplines from medicine, engineering, social sciences and humanities. Design: We employed a modified Delphi method. In the first round survey, experts were asked to rate an initial list of 28 generic interdisciplinary competencies and to propose specific knowledge areas for AR. In the second round, experts were asked to reconsider their answers in light of the group answers of the first round. Study sample: An international panel of 27 experts from different disciplines in AR completed the first round. Twenty-two of them completed the second round. Results: We developed a competency framework consisting of 21 generic interdisciplinary competencies grouped in five domains and nine specific competencies (knowledge areas) in three clusters. Suggestions for the implementation of the generic competencies in interdisciplinary programmes were identified. Conclusions: This study reveals insights into the interdisciplinary competencies that are unique for AR. The framework will be useful for educators in developing interdisciplinary programmes as well as for professionals in considering their lifelong training needs in AR. © 2017 British Society of Audiology, International Society of Audiology, and Nordic Audiological Society.",scopus,2-s2.0-85035758909,10.1080/14992027.2017.1406156
scn2a encephalopathy,"Objective: De novo SCN2A mutations have recently been associated with severe infantile-onset epilepsies. Herein, we define the phenotypic spectrum of SCN2A encephalopathy. Methods: Twelve patients with an SCN2A epileptic encephalopathy underwent electroclinical phenotyping. Results: Patients were aged 0.7 to 22 years; 3 were deceased. Seizures commenced on day 1-4 in 8, week 2-6 in 2, and after 1 year in 2. Characteristic features included clusters of brief focal seizures with multiple hourly (9 patients), multiple daily (2), or multiple weekly (1) seizures, peaking at maximal frequency within 3 months of onset. Multifocal interictal epileptiform discharges were seen in all. Three of 12 patients had infantile spasms. The epileptic syndrome at presentation was epilepsy of infancy with migrating focal seizures (EIMFS) in 7 and Ohtahara syndrome in 2. Nine patients had improved seizure control with sodium channel blockers including supratherapeutic or high therapeutic phenytoin levels in 5. Eight had severe to profound developmental impairment. Other features included movement disorders (10), axial hypotonia (11) with intermittent or persistent appendicular spasticity, early handedness, and severe gastrointestinal symptoms. Mutations arose de novo in 11 patients; paternal DNA was unavailable in one. Conclusions: Review of our 12 and 34 other reported cases of SCN2A encephalopathy suggests 3 phenotypes: neonatal-infantile-onset groups with severe and intermediate outcomes, and a childhood-onset group. Here, we show that SCN2A is the second most common cause of EIMFS and, importantly, does not always have a poor developmental outcome. Sodium channel blockers, particularly phenytoin, may improve seizure control. © 2015 American Academy of Neurology.",scopus,2-s2.0-84947230795,10.1212/WNL.0000000000001926
auditory brainstem response latency in noise as a marker of cochlear synaptopathy,"82. J Neurosci. 2016 Mar 30;36(13):3755-64. doi: 10.1523/JNEUROSCI.4460-15.2016.Auditory Brainstem Response Latency in Noise as a Marker of Cochlear Synaptopathy.Mehraei G(1), Hickox AE(2), Bharadwaj HM(3), Goldberg H(4), Verhulst S(5), Liberman MC(6), Shinn-Cunningham BG(7).Author information:(1)Program in Speech and Hearing Bioscience and Technology, Harvard University/Massachusetts Institute of Technology, Cambridge, Massachusetts 02139, Center for Computational Neuroscience and Neural Technology, Boston University, Boston, Massachusetts 02215, gmehraei@mit.edu.(2)Program in Speech and Hearing Bioscience and Technology, Harvard University/Massachusetts Institute of Technology, Cambridge, Massachusetts 02139, Eaton-Peabody Laboratory, Massachusetts Eye and Ear Infirmary, Boston, Massachusetts 02114.(3)Center for Computational Neuroscience and Neural Technology, Boston University, Boston, Massachusetts 02215, Martinos Center for Biomedical Imaging, Department of Neurology, Massachusetts General Hospital/Harvard Medical School, Charlestown, Massachusetts 02129.(4)Program in Speech and Hearing Bioscience and Technology, Harvard University/Massachusetts Institute of Technology, Cambridge, Massachusetts 02139.(5)Center for Computational Neuroscience and Neural Technology, Boston University, Boston, Massachusetts 02215, Cluster of Excellence Hearing4All and Medical Physics, Department of Medical Physics and Acoustics, Oldenburg University, 26129 Oldenburg, Germany.(6)Program in Speech and Hearing Bioscience and Technology, Harvard University/Massachusetts Institute of Technology, Cambridge, Massachusetts 02139, Eaton-Peabody Laboratory, Massachusetts Eye and Ear Infirmary, Boston, Massachusetts 02114, Department of Otology and Laryngology, Harvard Medical School, Boston, Massachusetts 02114.(7)Center for Computational Neuroscience and Neural Technology, Boston University, Boston, Massachusetts 02215, Department of Biomedical Engineering, Boston University, Boston, Massachusetts 02215.Evidence from animal and human studies suggests that moderate acoustic exposure, causing only transient threshold elevation, can nonetheless cause ""hidden hearing loss"" that interferes with coding of suprathreshold sound. Such noise exposure destroys synaptic connections between cochlear hair cells and auditory nerve fibers; however, there is no clinical test of this synaptopathy in humans. In animals, synaptopathy reduces the amplitude of auditory brainstem response (ABR) wave-I. Unfortunately, ABR wave-I is difficult to measure in humans, limiting its clinical use. Here, using analogous measurements in humans and mice, we show that the effect of masking noise on the latency of the more robust ABR wave-V mirrors changes in ABR wave-I amplitude. Furthermore, in our human cohort, the effect of noise on wave-V latency predicts perceptual temporal sensitivity. Our results suggest that measures of the effects of noise on ABR wave-V latency can be used to diagnose cochlear synaptopathy in humans.SIGNIFICANCE STATEMENT: Although there are suspicions that cochlear synaptopathy affects humans with normal hearing thresholds, no one has yet reported a clinical measure that is a reliable marker of such loss. By combining human and animal data, we demonstrate that the latency of auditory brainstem response wave-V in noise reflects auditory nerve loss. This is the first study of human listeners with normal hearing thresholds that links individual differences observed in behavior and auditory brainstem response timing to cochlear synaptopathy. These results can guide development of a clinical test to reveal this previously unknown form of noise-induced hearing loss in humans.Copyright © 2016 the authors 0270-6474/16/363755-10$15.00/0.DOI: 10.1523/JNEUROSCI.4460-15.2016PMCID: PMC4812134",pubmed,27030760,10.1523/JNEUROSCI.4460-15.2016
chronic cluster headache managed by nervus intermedius section,"841. Headache. 1990 Jun;30(7):401-6. doi: 10.1111/j.1526-4610.1990.hed3007401.x.Chronic cluster headache managed by nervus intermedius section.Rowed DW(1).Author information:(1)Sunnybrook Health Sciences Centre, University of Toronto, Ontario, Canada.Cluster headache sufferers who become candidates for surgical treatment are those relatively rare patients who are refractory to all attempts at pharmacological relief. Ablative surgical procedures have been directed against either the trigeminal nerve or the nervus intermedius/greater superficial petrosal (NI/GSP) pathway. Both carry nociceptive impulses from the head and face, and the NI also carries parasympathetic fibres which appear to be responsible for the autonomic concomitants of cluster headache. Trigeminal operative procedures are not consistently helpful in chronic cluster headache, while NI section has been shown to give potentially long lasting relief but carries the potential risks of cerebellopontine angle surgery. In eight selected cases of chronic cluster headache we have demonstrated a high early success rate for pain relief, with few complications, in the performance of NI section, combined, when indicated, with microvascular decompression of the trigeminal main sensory root. We believe that cochlear nerve monitoring helps prevent postoperative hearing impairment. An intimate relationship between the NI and arterial loops of the anterior inferior cerebellar artery (AICA) or the internal auditory artery has been frequently observed in our chronic cluster headache patients.DOI: 10.1111/j.1526-4610.1990.hed3007401.x",pubmed,2401621,10.1111/j.1526-4610.1990.hed3007401.x
a systematic review on the genetic contribution to tinnitus,"596. J Assoc Res Otolaryngol. 2024 Feb;25(1):13-33. doi: 10.1007/s10162-024-00925-6. Epub 2024 Feb 9.A Systematic Review on the Genetic Contribution to Tinnitus.Perez-Carpena P(1)(2)(3), Lopez-Escamez JA(4)(5)(6), Gallego-Martinez Á(7)(8).Author information:(1)Otology and Neurotology Group CTS495, Division of Otolaryngology, Department of Surgery, Instituto de Investigación Biosanitaria, Ibs.GRANADA, Universidad de Granada, Granada, Spain. percarpena@ugr.es.(2)Sensorineural Pathology Programme, Centro de Investigación Biomédica en Red en Enfermedades Raras, CIBERER, Madrid, Spain. percarpena@ugr.es.(3)Department of Otolaryngology, Instituto de Investigación Biosanitaria Ibs.GRANADA, Hospital Universitario Virgen de Las Nieves, Granada, Spain. percarpena@ugr.es.(4)Otology and Neurotology Group CTS495, Division of Otolaryngology, Department of Surgery, Instituto de Investigación Biosanitaria, Ibs.GRANADA, Universidad de Granada, Granada, Spain. jose.lopezescamez@sydney.edu.au.(5)Sensorineural Pathology Programme, Centro de Investigación Biomédica en Red en Enfermedades Raras, CIBERER, Madrid, Spain. jose.lopezescamez@sydney.edu.au.(6)Meniere's Disease Neuroscience Research Program, Faculty of Medicine & Health, School of Medical Sciences, The Kolling Institute, University of Sydney, Sydney, NSW, Australia. jose.lopezescamez@sydney.edu.au.(7)Otology and Neurotology Group CTS495, Division of Otolaryngology, Department of Surgery, Instituto de Investigación Biosanitaria, Ibs.GRANADA, Universidad de Granada, Granada, Spain.(8)Sensorineural Pathology Programme, Centro de Investigación Biomédica en Red en Enfermedades Raras, CIBERER, Madrid, Spain.PURPOSE: To assess the available evidence to support a genetic contribution and define the role of common and rare variants in tinnitus.METHODS: After a systematic search and quality assessment, 31 records including 383,063 patients were selected (14 epidemiological studies and 17 genetic association studies). General information on the sample size, age, sex, tinnitus prevalence, severe tinnitus distribution, and sensorineural hearing loss was retrieved. Studies that did not include data on hearing assessment were excluded. Relative frequencies were used for qualitative variables to compare different studies and to obtain average values. Genetic variants and genes were listed and clustered according to their potential role in tinnitus development.RESULTS: The average prevalence of tinnitus estimated from population-based studies was 26.3% for any tinnitus, and 20% of patients with tinnitus reported it as an annoying symptom. One study has reported population-specific differences in the prevalence of tinnitus, the white ancestry being the population with a higher prevalence. Genome-wide association studies have identified and replicated two common variants in the Chinese population (rs2846071; rs4149577) in the intron of TNFRSF1A, associated with noise-induced tinnitus. Moreover, gene burden analyses in sequencing data from Spanish and Swede patients with severe tinnitus have identified and replicated ANK2, AKAP9, and TSC2 genes.CONCLUSIONS: The genetic contribution to tinnitus is starting to be revealed and it shows population-specific effects in European and Asian populations. The common allelic variants associated with tinnitus that showed replication are associated with noise-induced tinnitus. Although severe tinnitus has been associated with rare variants with large effect, their role on hearing or hyperacusis has not been established.© 2024. The Author(s).DOI: 10.1007/s10162-024-00925-6PMCID: PMC10907330",pubmed,38334885,10.1007/s10162-024-00925-6
a systemslevel approach reveals new gene regulatory modules in the developing ear,"632. Development. 2017 Apr 15;144(8):1531-1543. doi: 10.1242/dev.148494. Epub 2017 Mar 6.A systems-level approach reveals new gene regulatory modules in the developing ear.Chen J(1), Tambalo M(1), Barembaum M(2), Ranganathan R(1), Simões-Costa M(2), Bronner ME(2), Streit A(3).Author information:(1)Department of Craniofacial Development and Stem Cell Biology, King's College London, London SE1 9RT, UK.(2)Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA 91125, USA.(3)Department of Craniofacial Development and Stem Cell Biology, King's College London, London SE1 9RT, UK andrea.streit@kcl.ac.uk.The inner ear is a complex vertebrate sense organ, yet it arises from a simple epithelium, the otic placode. Specification towards otic fate requires diverse signals and transcriptional inputs that act sequentially and/or in parallel. Using the chick embryo, we uncover novel genes in the gene regulatory network underlying otic commitment and reveal dynamic changes in gene expression. Functional analysis of selected transcription factors reveals the genetic hierarchy underlying the transition from progenitor to committed precursor, integrating known and novel molecular players. Our results not only characterize the otic transcriptome in unprecedented detail, but also identify new gene interactions responsible for inner ear development and for the segregation of the otic lineage from epibranchial progenitors. By recapitulating the embryonic programme, the genes and genetic sub-circuits discovered here might be useful for reprogramming naïve cells towards otic identity to restore hearing loss.© 2017. Published by The Company of Biologists Ltd.DOI: 10.1242/dev.148494PMCID: PMC5399671",pubmed,28264836,10.1242/dev.148494
ldl receptorrelated protein 1 lrp1 a novel target for opening the bloodlabyrinth barrier blb,"597. Signal Transduct Target Ther. 2022 Jun 10;7(1):175. doi: 10.1038/s41392-022-00995-z.LDL receptor-related protein 1 (LRP1), a novel target for opening the blood-labyrinth barrier (BLB).Shi X(#)(1)(2), Wang Z(#)(3), Ren W(#)(4)(5)(6)(7), Chen L(#)(1)(8), Xu C(4)(5)(6)(7), Li M(2), Fan S(3), Xu Y(3), Chen M(4)(5)(6)(7), Zheng F(4)(5)(6)(7), Zhang W(8), Zhou X(3), Zhang Y(4)(5)(6)(7), Qiu S(2), Wu L(2), Zhou P(8), Lv X(2), Cui T(2), Qiao Y(2), Zhao H(4)(5)(6)(7), Guo W(4)(5)(6)(7), Chen W(4)(5)(6)(7), Li S(3), Zhong W(9), Lin J(10)(11), Yang S(12)(13)(14)(15).Author information:(1)Department of Pharmacy, Peking University Third Hospital, Beijing, China.(2)Artificial Auditory Laboratory of Jiangsu Province, Xuzhou Medical University, Xuzhou, China.(3)National Engineering Research Center for the Emergency Drug, Beijing Institute of Pharmacology and Toxicology, Beijing, China.(4)College of Otolaryngology Head and Neck Surgery, Chinese PLA General Hospital, Beijing, China.(5)National Clinical Research Center for Otolaryngologic Diseases, Beijing, China.(6)Key Lab of Hearing Science, Ministry of Education, Beijing, China.(7)Beijing Key Lab of Hearing Impairment for Prevention and Treatment, Beijing, China.(8)Synthetic and Functional Biomolecules Center, Beijing National Laboratory for Molecular Sciences, Key Laboratory of Bioorganic Chemistry and Molecular Engineering of Ministry of Education, College of Chemistry and Molecular Engineering, Innovation Center for Genomics, Peking University, Beijing, China.(9)National Engineering Research Center for the Emergency Drug, Beijing Institute of Pharmacology and Toxicology, Beijing, China. zhongwu@bmi.ac.cn.(10)Department of Pharmacy, Peking University Third Hospital, Beijing, China. linjian@pku.edu.cn.(11)Synthetic and Functional Biomolecules Center, Beijing National Laboratory for Molecular Sciences, Key Laboratory of Bioorganic Chemistry and Molecular Engineering of Ministry of Education, College of Chemistry and Molecular Engineering, Innovation Center for Genomics, Peking University, Beijing, China. linjian@pku.edu.cn.(12)College of Otolaryngology Head and Neck Surgery, Chinese PLA General Hospital, Beijing, China. shm_yang@163.com.(13)National Clinical Research Center for Otolaryngologic Diseases, Beijing, China. shm_yang@163.com.(14)Key Lab of Hearing Science, Ministry of Education, Beijing, China. shm_yang@163.com.(15)Beijing Key Lab of Hearing Impairment for Prevention and Treatment, Beijing, China. shm_yang@163.com.(#)Contributed equallyInner ear disorders are a cluster of diseases that cause hearing loss in more than 1.5 billion people worldwide. However, the presence of the blood-labyrinth barrier (BLB) on the surface of the inner ear capillaries greatly hinders the effectiveness of systemic drugs for prevention and intervention due to the low permeability, which restricts the entry of most drug compounds from the bloodstream into the inner ear tissue. Here, we report the finding of a novel receptor, low-density lipoprotein receptor-related protein 1 (LRP1), that is expressed on the BLB, as a potential target for shuttling therapeutics across this barrier. As a proof-of-concept, we developed an LRP1-binding peptide, IETP2, and covalently conjugated a series of model small-molecule compounds to it, including potential drugs and imaging agents. All compounds were successfully delivered into the inner ear and inner ear lymph, indicating that targeting the receptor LRP1 is a promising strategy to enhance the permeability of the BLB. The discovery of the receptor LRP1 will illuminate developing strategies for crossing the BLB and for improving systemic drug delivery for inner ear disorders.© 2022. The Author(s).DOI: 10.1038/s41392-022-00995-zPMCID: PMC9184653",pubmed,35680846,10.1038/s41392-022-00995-z
genes involved in the development and physiology of both the peripheral and central auditory systems,"725. Annu Rev Neurosci. 2019 Jul 8;42:67-86. doi: 10.1146/annurev-neuro-070918-050428. Epub 2019 Jan 30.Genes Involved in the Development and Physiology of Both the Peripheral and Central Auditory Systems.Michalski N(1)(2)(3), Petit C(1)(2)(3)(4)(5).Author information:(1)Unité de Génétique et Physiologie de l'Audition, Institut Pasteur, 75015 Paris, France; email: nicolas.michalski@pasteur.fr , christine.petit@pasteur.fr.(2)Institut National de la Santé et de la Recherche Médicale, UMRS 1120, 75015 Paris, France.(3)Sorbonne Universités, 75005 Paris, France.(4)Syndrome de Usher et Autres Atteintes Rétino-Cochléaires, Institut de la Vision, 75012 Paris, France.(5)Collège de France, 75005 Paris, France.The genetic approach, based on the study of inherited forms of deafness, has proven to be particularly effective for deciphering the molecular mechanisms underlying the development of the peripheral auditory system, the cochlea and its afferent auditory neurons, and how this system extracts the physical parameters of sound. Although this genetic dissection has provided little information about the central auditory system, scattered data suggest that some genes may have a critical role in both the peripheral and central auditory systems. Here, we review the genes controlling the development and function of the peripheral and central auditory systems, focusing on those with demonstrated intrinsic roles in both systems and highlighting the current underappreciation of these genes. Their encoded products are diverse, from transcription factors to ion channels, as are their roles in the central auditory system, mostly evaluated in brainstem nuclei. We examine the ontogenetic and evolutionary mechanisms that may underlie their expression at different sites.DOI: 10.1146/annurev-neuro-070918-050428",pubmed,30699050,10.1146/annurev-neuro-070918-050428
modifications of the multi stimulus test with hidden reference and anchor mushra for use in audiology,"235. Int J Audiol. 2018 Jun;57(sup3):S92-S104. doi: 10.1080/14992027.2016.1220680. Epub 2016 Sep 6.Modifications of the MUlti stimulus test with Hidden Reference and Anchor (MUSHRA) for use in audiology.Völker C(1)(2), Bisitz T(3), Huber R(3), Kollmeier B(1)(2), Ernst SMA(1)(2).Author information:(1)a Abteilung Medizinische Physik , Carl von Ossietzky Universität Oldenburg , Oldenburg , Germany.(2)b Cluster of Excellence 'Hearing4all' , Oldenburg , Germany , and.(3)c Centre of Competence HörTech gGmbH , Oldenburg , Germany.OBJECTIVE: Two modifications of the standardised MUlti Stimulus test with Hidden Reference and Anchor (MUSHRA), namely MUSHRA simple and MUSHRA drag&drop, were implemented and evaluated together with the original test method. The modifications were designed to maximise the accessibility of MUSHRA for elderly and technically non-experienced listeners, who constitute the typical target group in hearing aid evaluation.DESIGN: Three MUSHRA variants were assessed based on subjective and objective measures, e.g. test-retest reliability, discrimination ability, time exposure and overall preference. With each method, participants repeated the task to rate the quality of several hearing aid algorithms four times.STUDY SAMPLE: Fifty listeners grouped into five subject classes were tested, including elderly and technically non-experienced participants with normal and impaired hearing. Normal-hearing, technically experienced students served as controls.RESULTS: Both modifications can be used to obtain compatible rating results. Both were preferred over the classical MUSHRA procedure. Technically experienced listeners performed best with the modification MUSHRA drag&drop.CONCLUSIONS: The comprehensive comparison of the MUSHRA variants demonstrates that the intuitive modification MUSHRA drag&drop can be generally recommended. However, considering e.g. specific evaluation demands, we suggest a differentiated and careful application of listening test methods.DOI: 10.1080/14992027.2016.1220680",pubmed,27598985,10.1080/14992027.2016.1220680
preface,[No abstract available],scopus,2-s2.0-85101360730,10.1016/S0079-6123(21)00069-8
research progress of the inferior colliculus from neuron neural circuit to auditory disease,"664. Brain Res. 2024 Apr 1;1828:148775. doi: 10.1016/j.brainres.2024.148775. Epub 2024 Jan 18.Research progress of the inferior colliculus: from Neuron, neural circuit to auditory disease.Liu M(1), Wang Y(1), Jiang L(1), Zhang X(1), Wang C(1), Zhang T(2).Author information:(1)Department of Otolaryngology Head and Neck Surgery, First Affiliated Hospital of Harbin Medical University, Harbin, Heilongjiang 150001, China.(2)Department of Otolaryngology Head and Neck Surgery, First Affiliated Hospital of Harbin Medical University, Harbin, Heilongjiang 150001, China. Electronic address: zth3856@126.com.The auditory midbrain, also known as the inferior colliculus (IC), serves as a crucial hub in the auditory pathway. Comprising diverse cell types, the IC plays a pivotal role in various auditory functions, including sound localization, auditory plasticity, sound detection, and sound-induced behaviors. Notably, the IC is implicated in several auditory central disorders, such as tinnitus, age-related hearing loss, autism and Fragile X syndrome. Accurate classification of IC neurons is vital for comprehending both normal and dysfunctional aspects of IC function. Various parameters, including dendritic morphology, neurotransmitter synthesis, potassium currents, biomarkers, and axonal targets, have been employed to identify distinct neuron types within the IC. However, the challenge persists in effectively classifying IC neurons into functional categories due to the limited clustering capabilities of most parameters. Recent studies utilizing advanced neuroscience technologies have begun to shed light on biomarker-based approaches in the IC, providing insights into specific cellular properties and offering a potential avenue for understanding IC functions. This review focuses on recent advancements in IC research, spanning from neurons and neural circuits to aspects related to auditory diseases.Copyright © 2024 Elsevier B.V. All rights reserved.DOI: 10.1016/j.brainres.2024.148775",pubmed,38244755,10.1016/j.brainres.2024.148775
whole exome sequencing identified a second pathogenic variant in homer2 for autosomal dominant nonsyndromic deafness,"Hearing loss is one of the most common sensory disorders worldwide, and about half of all occurrences are attributable to genetic factors. Here, we have identified a novel pathogenic variant in HOMER2 in a Chinese family with autosomal dominant, non-syndromic hearing loss. This is the second family reported globally with hearing loss caused by a variant in HOMER2. The pathogenic variant c.840_841insC in HOMER2 (NM_199330), segregating with the hearing-loss phenotype in the family, leads to a premature stop codon producing a truncated protein. The coiled-coil domain in the C-terminal of HOMER2 protein is essential for protein multimerization and HOMER2-CDC42 interaction. We compared the phenotypes in the two families and found that hearing impairment in this Chinese family was more severe. Furthermore, we found that the ability of this insertion mutant type HOMER2 (HOMER2MU) to multimerize decreased more significantly than wild-type HOMER2 (HOMER2WT) and the reported c.554G>C (NM_004839) mutant HOMER2. HOMER2MU protein tended to be distributed in a diffuse manner, whereas HOMER2WT and the reported mutant HOMER2 tended to cluster together. Our research provides a validating second family for variants in HOMER2 causing non-syndromic sensorineural hearing loss. HOMER2 homo−/hetero-multimerization might be the first step in exerting its normal function. © 2018 John Wiley & Sons A/S. Published by John Wiley & Sons Ltd",scopus,2-s2.0-85054431014,10.1111/cge.13422
