Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,PubMed ID,Document Type,Publication Stage,Open Access,Source,EID
Fallon J.B.; Irvine D.R.F.; Shepherd R.K.,"Fallon, James B. (9435651900); Irvine, Dexter R.F. (7101951078); Shepherd, Robert K. (7202338759)",9435651900; 7101951078; 7202338759,Cochlear implant use following neonatal deafness influences the cochleotopic organization of the primary auditory cortex in cats,2009,Journal of Comparative Neurology,512,1,,101,114,13,93,10.1002/cne.21886,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58249087952&doi=10.1002%2fcne.21886&partnerID=40&md5=e277cdb32f488d09f3740970148311ab,"Electrical stimulation of spiral ganglion neurons in a deafened cochlea, via a cochlear implant, provides a means of investigating the effects of the removal and subsequent restoration of afferent input on the functional organization of the primary auditory cortex (AI). We neonatally deafened 17 cats before the onset of hearing, thereby abolishing virtually all afferent input from the auditory periphery. In seven animals the auditory pathway was chronically reactivated with environmentally derived electrical stimuli presented via a multichannel intracochlear electrode array implanted at 8 weeks of age. Electrical stimulation was provided by a clinical cochlear implant that was used continuously for periods of up to 7 months. In 10 long-term deafened cats and three age-matched normal-hearing controls, an intracochlear electrode array was implanted immediately prior to cortical recording. We recorded from a total of 812 single unit and multiunit clusters in AI of all cats as adults using a combination of single tungsten and multichannel silicon electrode arrays. The absence of afferent activity in the long-term deafened animals had little effect on the basic response properties of AI neurons but resulted in complete loss of the normal cochleotopic organization of AI. This effect was almost completely reversed by chronic reactivation of the auditory pathway via the cochlear implant. We hypothesize that maintenance or reestablishment of a cochleotopically organized AI by activation of a restricted sector of the cochlea, as demonstrated in the present study, contributes to the remarkable clinical performance observed among human patients implanted at a young age. © 2008 Wiley-Liss, Inc.",18972570,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-58249087952
Westerberg B.D.; Lee P.K.; Lukwago L.; Zaramba S.; Bubikere S.; Stewart I.,"Westerberg, Brian D. (7003608113); Lee, Patricia K. (57217503245); Lukwago, Luswa (6504618819); Zaramba, Sam (6506572495); Bubikere, Stanley (40261198300); Stewart, Irwin (57617065100)",7003608113; 57217503245; 6504618819; 6506572495; 40261198300; 57617065100,Cross-sectional survey of hearing impairment and ear disease in uganda,2008,Journal of Otolaryngology - Head and Neck Surgery,37,6,,753,758,5,28,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64349120840&partnerID=40&md5=92e11a57538d94dd983114b5c2823a3d,"OBJECTIVE: To determine the prevalence and causes of disabling hearing loss in adults and children in Uganda. STUDY DESIGN: Cross-sectional survey of ear disease and hearing impairment. SETTING: A random cluster sample design of the population from the Masindi district of Uganda following the World Health Organization (WHO) guidelines, using a modified version of the WHO Ear Disease Survey Protocol. MAIN OUTCOME MEASURE: The prevalence of disabling hearing impairment using the WHO definitions (excluding 0.5 kHz owing to high background noise levels). RESULTS: In the study, 6041 participants were enrolled and underwent audiometric evaluation and an ear examination. The prevalence of disabling hearing impairment was 11.7% in adults and 10.2% in children. A further 2.3% of children in whom thresholds could not be measured were deemed to have significant hearing loss based on screening questions and/or sound-field stimuli. Correctable causes such as dry perforations, cerumen impaction, and chronic suppurative otitis media resulted in disabling hearing loss in 17% of adult subjects and 41% of children. Preventable hearing loss, such as meningitis and noise-induced hearing loss, was present in a further significant percentage of subjects. CONCLUSIONS: Ear disease and hearing impairment were found to be important health problems in the Ugandan population. Preventable ear disease is a major cause of hearing loss in the population. It is hoped that the findings of this study will draw attention to the problem in Uganda and will lead to proper allocation of resources for the prevention and treatment of hearing loss and ear disease.",19128699,Article,Final,,Scopus,2-s2.0-64349120840
Harding G.W.; Bohne B.A.,"Harding, Gary W. (7201960545); Bohne, Barbara A. (7005173566)",7201960545; 7005173566,Noise-induced hair-cell loss and total exposure energy: Analysis of a large data set,2004,Journal of the Acoustical Society of America,115,5 I,,2207,2220,13,31,10.1121/1.1689961,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142662221&doi=10.1121%2f1.1689961&partnerID=40&md5=c1689f69470c95d7925e0fbd1556cea0,"The relation between total noise-exposure energy, recovery time, or rest during the exposure and amount of hair-cell loss was examined in 416 chinchillas. The exposures were octave bands of noise (OBN) with a center frequency of either 4 kHz at 47-108 dB sound pressure level (SPL) for 0.5 h to 36 d, or 0.5 kHz at 65-128 dB SPL for 3.5 h to 432 d. Recovery times varied from 0 to 365 d. With both OBNs, some animals were exposed on interrupted schedules. Hair-cell loss as a function of age in nonexposed animals (N = 117) was used to correct for sensory-cell loss due to aging. For both OBNs, the ears (N = 607) were separated into three subsets to characterize the primary hair-cell loss from noise and the secondary post-exposure loss and to determine if rest during the exposure decreased loss. Cluster and regression analyses were performed on data from the basal and apical halves of the cochlea to determine the specific rates for these three factors. It was found that: (1) when the OBN was above a critical level, there was no relation between total energy and hair-cell loss; (2) below a critical level, there were highly significant log-linear relations between total energy and hair-cell loss, but not at rates predicted by the equal-energy hypothesis; (3) rest periods during either OBN exposure reduced hair-cell loss; more so for the 4 kHz OBN than the 0.5 kHz OBN; (4) except for the highest exposure levels, the majority of outer hair cell loss from the 4 kHz OBN occurred after the exposure had terminated, while that from the 0.5 kHz OBN occurred during the exposure; and (5) a majority of the inner hair cell loss from both OBNs occurred post-exposure. © 2004 Acoustical Society of America.",15139632,Conference paper,Final,,Scopus,2-s2.0-2142662221
Lang H.; Schulte B.A.; Goddard J.C.; Hedrick M.; Schulte J.B.; Wei L.; Schmiedt R.A.,"Lang, Hainan (7402486012); Schulte, Bradley A. (7102826478); Goddard, John C. (8399464200); Hedrick, Michelle (24080257500); Schulte, Jason B. (55983969900); Wei, Ling (13008588400); Schmiedt, Richard A. (7003429369)",7402486012; 7102826478; 8399464200; 24080257500; 55983969900; 13008588400; 7003429369,Transplantation of mouse embryonic stem cells into the cochlea of an auditory-neuropathy animal model: Effects of timing after injury,2008,JARO - Journal of the Association for Research in Otolaryngology,9,2,,225,240,15,73,10.1007/s10162-008-0119-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44449093933&doi=10.1007%2fs10162-008-0119-x&partnerID=40&md5=340a0132e32baca5cc4358c8c11f8447,"Application of ouabain to the round window membrane of the gerbil selectively induces the death of most spiral ganglion neurons and thus provides an excellent model for investigating the survival and differentiation of embryonic stem cells (ESCs) introduced into the inner ear. In this study, mouse ESCs were pretreated with a neural-induction protocol and transplanted into Rosenthal's canal (RC), perilymph, or endolymph of Mongolian gerbils either 1-3 days (early post-injury transplant group) or 7 days or longer (late post-injury transplant group) after ouabain injury. Overall, ESC survival in RC and perilymphatic spaces was significantly greater in the early post-injury microenvironment as compared to the later post-injury condition. Viable clusters of ESCs within RC and perilymphatic spaces appeared to be associated with neovascularization in the early post-injury group. A small number of ESCs transplanted within RC stained for mature neuronal or glial cell markers. ESCs introduced into perilymph survived in several locations, but most differentiated into glia-like cells. ESCs transplanted into endolymph survived poorly if at all. These experiments demonstrate that there is an optimal time window for engraftment and survival of ESCs that occurs in the early post-injury period. © 2008 Association for Research in Otolaryngology.",18449604,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-44449093933
Dunmade A.O.; Dunmade A.D.; Taiwo O.A.; Tomori A.R.; Komolafe T.M.,"Dunmade, A.O. (57209964275); Dunmade, A.D. (15043966200); Taiwo, O.A. (35801473300); Tomori, A.R. (57337043300); Komolafe, T.M. (57209967696)",57209964275; 15043966200; 35801473300; 57337043300; 57209967696,A Software system for diagnosis and classification of deafness,2009,European Journal of Scientific Research,25,4,,597,605,8,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65449146749&partnerID=40&md5=4509d1713c50c2d4fc0965df8817f85f,"This work attempts to model the expert reasoning processes of an Ear, Nose and Throat surgeon (otorhinolaryngologist) in his everyday work of diagnosing the level of deafness in his patients, via the use of the Pure Tone Audiometry (PTA) test. The coding is done using the Visual Prolog language. Data obtained from five patients is used to test the software. © EuroJournals Publishing, Inc. 2009.",,Article,Final,,Scopus,2-s2.0-65449146749
Reed C.M.; Delhorne L.A.,"Reed, Charlotte M. (56686615400); Delhorne, Lorraine A. (6603497781)",56686615400; 6603497781,Reception of environmental sounds through cochlear implants,2005,Ear and Hearing,26,1,,48,61,13,37,10.1097/00003446-200502000-00005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-13444278830&doi=10.1097%2f00003446-200502000-00005&partnerID=40&md5=8848e0e2c24c083124e6911b92c28c55,"Objective: The objective of this study was to measure the performance of persons with cochlear implants on a test of environmental-sound reception. Design: The reception of environmental sounds was studied using a test employing closed sets of 10 sounds in each of four different settings (General Home, Kitchen, Office, and Outside). The participants in the study were 11 subjects with cochlear implants. Identification testing was conducted under each of the four closed sets of stimuli using a one-interval, 10-alternative, forced-choice procedure. The data were summarized in terms of overall percent correct identification scores and information transfer (IT) in bits. Confusion patterns were described using a hierarchical-clustering analysis. In addition, individual performance on the environmental-sound task was related to the ability to recognize isolated words through the cochlear implant alone. Results: Levels of performance were similar across the four stimulus sets. Mean scores across subjects ranged from 45.3% correct (and IT of 1.5 bits) to 93.8% correct (and IT of 3.1 bits). Performance on the environmental-sound identification test was roughly related to NU-6 word recognition ability. Specifically, those subjects with word scores greater than 34% correct performed at levels of 80 to 94% on environmental-sound recognition, whereas subjects with word scores less than 34% had greater difficulty on the task. Results of the hierarchical clustering analysis, conducted on two groups of subjects (a high-performing [HP] group and a low-performing [LP] group), indicated that confusions were confined to three or four specific stimuli for the HP subjects and that larger clusters of confused stimuli were observed in the data of the LP group. Signals with distinct temporal-envelope characteristics were easily perceived by all subjects, and confused items tended to share similar overall durations and temporal envelopes. Conclusions: Temporal-envelope cues appear to play a large role in the identification of environmental sounds through cochlear implants. The finer distinctions made by the HP group compared with the LP group may be related to a better ability both to resolve temporal differences and to use gross spectral cues. These findings are qualitatively consistent with patterns of confusions observed in the reception of speech segments through cochlear implants.",15692304,Article,Final,,Scopus,2-s2.0-13444278830
Wake M.; Tobin S.; Cone-Wesson B.; Dahl H.-H.; Gillam L.; McCormick L.; Poulakis Z.; Rickards F.W.; Saunders K.; Ukoumunne O.C.; Williams J.,"Wake, Melissa (7101653914); Tobin, Sherryn (16033458300); Cone-Wesson, Barbara (7003878063); Dahl, Hans-Henrik (7101725390); Gillam, Lynn (9942152500); McCormick, Lisa (57196886990); Poulakis, Zeffie (6602408422); Rickards, Field W. (7003382928); Saunders, Kerryn (55732153000); Ukoumunne, Obioha C. (6701555392); Williams, Joanne (7409579087)",7101653914; 16033458300; 7003878063; 7101725390; 9942152500; 57196886990; 6602408422; 7003382928; 55732153000; 6701555392; 7409579087,Slight/mild sensorineural hearing loss in children,2006,Pediatrics,118,5,,1842,1851,9,116,10.1542/peds.2005-3168,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750943514&doi=10.1542%2fpeds.2005-3168&partnerID=40&md5=3007710ae491350a07229b8fcef499da,"OBJECTIVE. The goal was to determine the prevalence and effects of slight/mild bilateral sensorineural hearing loss among children in elementary school. METHODS.A cross-sectional, cluster-sample survey of 6581 children (response: 85%; grade 1: n = 3367; grade 5: n = 3214) in 89 schools in Melbourne, Australia, was performed. Slight/mild bilateral sensorineural hearing loss was defined as a lowfrequency pure-tone average across 0.5, 1, and 2 kHz and/or a high-frequency pure-tone average across 3, 4, and 6 kHz of 16 to 40 dB hearing level in the better ear, with air/bone-conduction gaps of <10 dB. Parents reported children's healthrelated quality of life and behavior. Each child with slight/mild bilateral sensorineural hearing loss, matched to 2 normally hearing children (low-frequency pure-tone average and high-frequency pure-tone average of ≤15 dB hearing level in both ears), completed standardized assessments. Whole-sample comparisons were adjusted for type of school, grade level, and gender, and matched-sample comparisons were adjusted for nonverbal IQ scores. RESULTS. Fifty-five children (0.88%) had slight/mild bilateral sensorineural hearing loss. Children with and without sensorineural hearing loss scored similarly in language (mean: 97.2 vs 99.7), reading (101.1 vs 102.8), behavior (8.4 vs 7.0), and parent- and child-reported child health-related quality of life (77.6 vs 80.0 and 76.1 vs 77.0, respectively), but phonologic short-term memory was poorer (91.0 vs 102.8) in the sensorineural hearing loss group. CONCLUSIONS. The prevalence of slight/mild bilateral sensorineural hearing loss was lower than reported in previous studies. There was no strong evidence that slight/mild bilateral sensorineural hearing loss affects adversely language, reading, behavior, or health-related quality of life in children who are otherwise healthy and of normal intelligence. Copyright © 2006 by the American Academy of Pediatrics.",17079553,Article,Final,,Scopus,2-s2.0-33750943514
Sarro E.C.; Kotak V.C.; Sanes D.H.; Aoki C.,"Sarro, Emma C. (25652110100); Kotak, Vibhakar C. (6701724207); Sanes, Dan H. (7005743550); Aoki, Chiye (7006209038)",25652110100; 6701724207; 7005743550; 7006209038,Hearing loss alters the subcellular distribution of presynaptic GAD and postsynaptic GABAA receptors in the auditory cortex,2008,Cerebral Cortex,18,12,,2855,2867,12,55,10.1093/cercor/bhn044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56449091441&doi=10.1093%2fcercor%2fbhn044&partnerID=40&md5=fbfb6d11f36ba05a5b47c6a2da1ad517,"We have shown previously that auditory experience regulates the maturation of excitatory synapses in the auditory cortex (ACx). In this study, we used electron microscopic immunocytochemistry to determine whether the heightened excitability of the ACx following neonatal sensorineural hearing loss (SNHL) also involves pre- or postsynaptic alterations of GABAergic synapses. SNHL was induced in gerbils just prior to the onset of hearing (postnatal day 10). At P17, the gamma-aminobutyri acid type A (GABAA) receptor's β2/3-subunit (GABAAβ2/3) clusters residing at plasma membranes in layers 2/3 of ACx was reduced significantly in size (P < 0.05) and number (P < 0.005), whereas the overall number of immunoreactive puncta (intracellular + plasmalemmal) remained unchanged. The reduction of GABA Aβ2/3 was observed along perikaryal plasma membranes of excitatory neurons but not of GABAergic interneurons. This cell-specific change can contribute to the enhanced excitability of SNHL ACx. Presynaptically, GABAergic axon terminals were significantly larger but less numerous and contained 47% greater density of glutamic acid decarboxylase immunoreactivity (P < 0.05). This suggests that GABA synthesis may be upregulated by a retrograde signal arising from lowered levels of postsynaptic GABAAR. Thus, both, the pre- and postsynaptic sides of inhibitory synapses that form upon pyramidal neurons of the ACx are regulated by neonatal auditory experience. © The Author 2008. Published by Oxford University Press. All rights reserved.",18403398,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-56449091441
Beaubien A.R.; Karpinski K.; Ormsby E.,"Beaubien, A.R. (7004041400); Karpinski, K. (6701372295); Ormsby, E. (6603055785)",7004041400; 6701372295; 6603055785,Toxicodynamics and toxicokinetics of amikacin in the guinea pig cochlea,1995,Hearing Research,83,01-Feb,,62,79,17,15,10.1016/0378-5955(94)00192-S,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028958278&doi=10.1016%2f0378-5955%2894%2900192-S&partnerID=40&md5=7d203f3b7303d185e6aa4e02203efe3b,"An extensive overview of the relationship between cochlear toxicity and amikacin blood concentrations in teh guinea pig is provided which should assist in the clinical application of this class of antibiotic. A data set previously used to relate the incidence of amikacin ototoxicity to dosing rates and blood concentrations was re-examined to assess the toxicodynamics of amikacin in terms of decibels of hearing loss across dosing rate, hearing frequency and time following drug exposure. Animals in this data set had received continuously i.v. infused amikacin over an 8-fold range of dosing rates. Preliminary analysis indicated that the data were consistent with a sigmoid relationship between hearing loss (decibels) and area under the amikacin plasma concentration vs time curve cumulated over the entire course of drug administration (cAUC). The sigmoid model was therefore used as the backbone of a far more comprehensive toxicodynamic model which described all the data with a single equation. Testing with this model showed that the cAUC required to produce half-maximum hearing loss (cAUC-1/2) was related to dosing rate (P < 0.01), to hearing frequency (P < 0.00001), and to post-drug interval (P < 0.00001). Maximum hearing loss (difference between upper and lower sigmoid asymptotes) was less than total and was significantly related to frequency (P < 0.00001). No effects could be detected on the sigmoid slope. Further modelling of the significant effects detected by the comprehensive toxicodynamic model was doen to determine if they could be described by simple relationships or by biologically relevant sub-models. Modelling of maximum hearing loss (postulated to represent loss of mainly outer hair cell function) indicated that this parameter was constant at about 61 decibels or 2-12 kHz and linearly decreased with log frequency for frequencies > 12 kHz. Modelling of cAUC-1/2 on frequency indicated that there was a strong inverse linear relationship to log frequency. Modelling of cAUC-1/2 on post-drug interval indicated that delayed ototoxicity continued at progressively slower rates for at least 56 days after drug administration had ceased. Modelling of cAUC-1/2 on dosing rate showed an increased requirement for drug as the dosing rate decreased. However, cAUC-1/2 changed no more than 20% across the range of dosing rates compared to the 8-fold difference in mean steady-state plasma concentrations, suggesting that plasma concentration is not a primary determinant of ototoxicity. A toxicokinetic model was developed which explained the dosing rate effect on cAUC-1/2 very successfully. This model postulated (1) zero order accumulation of drug in the ototoxic pool at a rate directly proportional to steady-state amikacin plasma concentration, (2) first order disappearance kinetics from the ototoxic pool, and (3) that the level of drug accumulation in the ototoxic pool required to produce a given severity of hearing loss is the same for all dosing rates or plasma concentrations. The disappearance half-life from the ototoxic pool calculated from the fit of this toxicokinetic model to the data was about 80 days. Since the sloping portion of the sigmoid relationship for any one frequency covered several octaves of differential sensitivity to drug, it would appear that the slope results principally from row-to-row and to within row differences in drug sensitivity rather than to longitudinal differences. Cluster analysis of standardized hearing loss values (obtained by removing the influence of all significant effects from the residuals to the final toxicodynamic model) about a common sigmoid curve indicated that the hearing loss data falls into 4 main clusters whose means are about 20 dB apart, presumably corresponding to the loss of 0, 1, 2, or 3 rows of outer hair cells. These results show that, for a limited range of dosing exposures, amikacin-induced hearing loss in the guinea pig cochlea is well described as a sigmoid function of cAUC (R2 = 0.71 with statistically significant parameters modelled in), and that sensitivity to drug can be expressed as a complex mathematical function of hearing frequency, dosing rate and post exposure time within an expanded sigmoid model. The estimate of a very long disappearance half-life of drug at the ototoxic pool has important clinical implications. © 1995.",7607992,Article,Final,,Scopus,2-s2.0-0028958278
Hwang J.-H.; Wu C.-W.; Lee C.-W.; Chen J.-H.; Liu T.-C.,"Hwang, Juen-Haur (7403896819); Wu, Chang-Wei (14322580200); Lee, Chia-Wei (56100888600); Chen, Jyh-Horng (13310081700); Liu, Tien-Chen (7405914488)",7403896819; 14322580200; 56100888600; 13310081700; 7405914488,Brain activation in patients with congenital bilateral hearing impairment,2007,NeuroReport,18,14,,1483,1486,3,0,10.1097/WNR.0b013e3282e9a73e,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548062035&doi=10.1097%2fWNR.0b013e3282e9a73e&partnerID=40&md5=47ae58444c86ce385e667945440de690,"Twelve patients with idiopathic, congenital, symmetric, moderate-to-severe sensorineural hearing loss participated in this study. Functional magnetic resonance imaging was performed while speech sounds were presented to each patient monaurally. Notable blood oxygenation level-dependent responses were clustered mainly in the superior temporal gyrus and transverse temporal gyrus of both hemispheres during right and left ear stimulation. In addition, the middle temporal gyrus of the right hemisphere was activated during right ear stimulation. The activation pattern was very similar to that of participants with normal hearing. Thus, as long as peripheral acoustic stimulation has not been totally absent from childhood, the classical activation pattern can be elicited in patients with congenital bilateral hearing impairment. © 2007 Lippincott Williams & Wilkins, Inc.",17712279,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-34548062035
Buller G.; Hoth S.; Suchandt S.,"Buller, G. (56899819000); Hoth, S. (56256772700); Suchandt, S. (57190434612)",56899819000; 56256772700; 57190434612,Expert system for aiding the diagnosis in hearing screening; [Expertensystem zur diagnoseunterstutzung bei horprufungen],2000,Biomedizinische Technik,45,9,,248,254,6,0,10.1515/bmte.2000.45.9.248,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034283180&doi=10.1515%2fbmte.2000.45.9.248&partnerID=40&md5=2a165e24f01a8d4d1e4ea791a8767937,"For expert systems intended to aid diagnosis, a structure with five levels is proposed. These levels are the original area, the parameter and a reduced parameter layer, the classification and the final-decision layer. On the basis of this structures, an expert system was developed specifically for neonatal hearing screening with transitory evoked otoacoustic emissions (TEOAE). In a second step, this system was investigated for its suitability to classify emissions, regardless of patient age. For the comparison measurements in 252 mainly adult patients, some with an acquired hearing impairment, were used. To adapt the pass/fail decision to the extended evaluation criteria, the false classifications from a first run with the new data were used for training. Thereafter, the expert system, working with a wider data basis, classified the new data with a sensitivity that was increased by 4.8 % to 97.2 %, and a 2.0 % improvement in specificity to 95.5 % when classifying new data, These results, together with those of 97.3 % and 94.3 % achieved with exclusively neonatal TEOAE classification, clearly show the advantage of the expert system structures chosen, and document evidence of the practical applicability of the method.; For expert systems intended to aid diagnosis, a structure with five levels is proposed. These levels are the original area, the parameter and a reduced parameter layer, the classification and the final-decision layer. On the basis of this structures, an expert system was developed specifically for neonatal hearing screening with transitory evoked otoacoustic emissions (TEOAE). In a second step, this system was investigated for its suitability to classify emissions, regardless of patient age. For the comparison measurements in 252 mainly adult patients, some with an acquired hearing impairment, were used. To adapt the pass/fail decision to the extended evaluation criteria, the false classifications from a first run with the new data were used for training. Thereafter, the expert system, working with a wider data basis, classified the new data with a sensitivity that was increased by 4.8% to 97.2%, and a 2.0% improvement in specificity to 95.5% when classifying new data. These results, together with those of 97.3% and 94.3% achieved with exclusively neonatal TEOAE classification, clearly show the advantage of the expert system structures chosen, and document evidence of the practical applicability of the method.",11030095,Article,Final,,Scopus,2-s2.0-0034283180
Fransen E.; Topsakal V.; Hendrickx J.-J.; Van Laer L.; Huyghe J.R.; Van Eyken E.; Lemkens N.; Hannula S.; Mäki-Torkko E.; Jensen M.; Demeester K.; Tropitzsch A.; Bonaconsa A.; Mazzoli M.; Espeso A.; Verbruggen K.; Huyghe J.; Huygen P.L.M.; Kunst S.; Manninen M.; Diaz-Lacava A.; Steffens M.; Wienker T.F.; Pyykkö I.; Cremers C.W.R.J.; Kremer H.; Dhooge I.; Stephens D.; Orzan E.; Pfister M.; Bille M.; Parving A.; Sorri M.; Van De Heyning P.; Van Camp G.,"Fransen, Erik (7004158064); Topsakal, Vedat (22137091700); Hendrickx, Jan-Jaap (7007161763); Van Laer, Lut (57194695768); Huyghe, Jeroen R. (23009108400); Van Eyken, Els (22136771700); Lemkens, Nele (6506395126); Hannula, Samuli (21833944000); Mäki-Torkko, Elina (6701471380); Jensen, Mona (23009017200); Demeester, Kelly (22134112300); Tropitzsch, Anke (6603274770); Bonaconsa, Amanda (22133561700); Mazzoli, Manuela (7004316776); Espeso, Angeles (23388861200); Verbruggen, Katia (22137089400); Huyghe, Joke (22134810500); Huygen, Patrick L. M. (7006415660); Kunst, Sylvia (14058316500); Manninen, Minna (58336040600); Diaz-Lacava, Amalia (23008393100); Steffens, Michael (56652442800); Wienker, Thomas F. (7006044822); Pyykkö, Ilmari (35592905500); Cremers, Cor W. R. J. (7103079207); Kremer, Hannie (36014154200); Dhooge, Ingeborg (7003466602); Stephens, Dafydd (55565834700); Orzan, Eva (6602167303); Pfister, Markus (55391491800); Bille, Michael (57110094100); Parving, Agnete (7006350908); Sorri, Martti (7006399253); Van De Heyning, Paul (7005171191); Van Camp, Guy (34573802800)",7004158064; 22137091700; 7007161763; 57194695768; 23009108400; 22136771700; 6506395126; 21833944000; 6701471380; 23009017200; 22134112300; 6603274770; 22133561700; 7004316776; 23388861200; 22137089400; 22134810500; 7006415660; 14058316500; 58336040600; 23008393100; 56652442800; 7006044822; 35592905500; 7103079207; 36014154200; 7003466602; 55565834700; 6602167303; 55391491800; 57110094100; 7006350908; 7006399253; 7005171191; 34573802800,"Occupational noise, smoking, and a high body mass index are risk factors for age-related hearing impairment and moderate alcohol consumption is protective: A European population-based multicenter study",2008,JARO - Journal of the Association for Research in Otolaryngology,9,3,,264,276,12,213,10.1007/s10162-008-0123-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48749125930&doi=10.1007%2fs10162-008-0123-1&partnerID=40&md5=de2587a68ea329a453af1fea017c78ad,"A multicenter study was set up to elucidate the environmental and medical risk factors contributing to age-related hearing impairment (ARHI). Nine subsamples, collected by nine audiological centers across Europe, added up to a total of 4,083 subjects between 53 and 67 years. Audiometric data (pure-tone average [PTA]) were collected and the participants filled out a questionnaire on environmental risk factors and medical history. People with a history of disease that could affect hearing were excluded. PTAs were adjusted for age and sex and tested for association with exposure to risk factors. Noise exposure was associated with a significant loss of hearing at high sound frequencies (>1 kHz). Smoking significantly increased high-frequency hearing loss, and the effect was dose-dependent. The effect of smoking remained significant when accounting for cardiovascular disease events. Taller people had better hearing on average with a more pronounced effect at low sound frequencies (<2 kHz). A high body mass index (BMI) correlated with hearing loss across the frequency range tested. Moderate alcohol consumption was inversely correlated with hearing loss. Significant associations were found in the high as well as in the low frequencies. The results suggest that a healthy lifestyle can protect against age-related hearing impairment. © 2008 Association for Research in Otolaryngology.",18543032,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-48749125930
Selvadurai D.K.; Gibbin K.P.,"Selvadurai, D.K. (24597870400); Gibbin, K.P. (7003874500)",24597870400; 7003874500,Case report: Cochlear implantation in Mondini dysplasia with congenital footplate defect - Implications for meningitis risks during implantation,2003,Cochlear Implants International,4,4,,196,200,4,4,10.1002/cii.81,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1342311672&doi=10.1002%2fcii.81&partnerID=40&md5=0853cad5de98fdace80ef896ee54960a,"Following the reports of a cluster of meningitis cases in recently implanted patients the FDA issued cautionary advice relating to the risk of meningitis after cochlear implantation (US Food and Drug Administration, 2002). Similar advice and a national reporting call has been issued by the Department of Health in the UK (Medical Devices Agency, 2002) and universal prophylactic pneumococcal vaccination started. We present a case of bilateral Mondini-type dysplasia associated with a defective stapes footplate and highlight the need for surgical vigilance to reduce the risks of meningitis from undiagnosed anatomical defects. 2003 © Whurr Publishers Ltd.",,Article,Final,,Scopus,2-s2.0-1342311672
Hildebrand M.S.; Tack D.; McMordie S.J.; DeLuca A.; Hur I.A.; Nishimura C.; Huygen P.; Casavant T.L.; Smith R.J.H.,"Hildebrand, Michael S. (34570227500); Tack, Dylan (7006836096); McMordie, Sarah J. (18634875600); DeLuca, Adam (25921876700); Hur, In Ae (56350547200); Nishimura, Carla (7102715745); Huygen, Patrick (7006415660); Casavant, Thomas L. (7005751228); Smith, Richard J. H. (16073972500)",34570227500; 7006836096; 18634875600; 25921876700; 56350547200; 7102715745; 7006415660; 7005751228; 16073972500,Audioprofile-directed screening identifies novel mutations in KCNQ4 causing hearing loss at the DFNA2 locus,2008,Genetics in Medicine,10,11,,797,804,7,39,10.1097/GIM.0b013e318187e106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57449102040&doi=10.1097%2fGIM.0b013e318187e106&partnerID=40&md5=77541893024c7fe040e1086a2c941db2,"Purpose: Gene identification in small families segregating autosomal dominant sensorineural hearing loss presents a significant challenge. To address this challenge, we have developed a machine learning-based software tool, AudioGene v2.0, to prioritize candidate genes for mutation screening based on audioprofiling. Methods: We analyzed audiometric data from a cohort of American families with high-frequency autosomal dominant sensorineural hearing loss. Those families predicted to have a DFNA2 audioprofile by AudioGene v2.0 were screened for mutations in the KCNQ4 gene. Results: Two novel missense mutations and a stop mutation were detected in three American families predicted to have DFNA2-related deafness for a positive predictive value of 6.3%. The false negative rate was 0%. The missense mutations were located in the channel pore region and the stop mutation was in transmembrane domain S5. The latter is the first DFNA2-causing stop mutation reported in KCNQ4. Conclusions: Our data suggest that the N-terminal end of the P-loop is crucial in maintaining the integrity of the KCNQ4 channel pore and AudioGene audioprofile analysis can effectively prioritize genes for mutation screening in small families segregating high-frequency autosomal dominant sensorineural hearing loss. AudioGene software will be made freely available to clinicians and researchers once it has been fully validated.",18941426,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-57449102040
