language,keywords,note,year,url,publisher,author,title,ENTRYTYPE,ID,contributor,howpublished
{en},,"{Description: Article published in International Archives of Occupational and Environmental Health available open access at https://doi.org/10.1007/s00420-020-01648-w ; Purpose Noise-induced hearing loss (NIHL) is a global issue that impacts people{\textquoteright}s life and health. The current review aims to clarify the contributions and limitations of applying machine learning (ML) to predict NIHL by analyzing the performance of different ML techniques and the procedure of model construction. Methods The authors searched PubMed, EMBASE and Scopus on November 26, 2020. Results Eight studies were recruited in the current review following defined inclusion and exclusion criteria. Sample size in the selected studies ranged between 150 and 10,567. The most popular models were artificial neural networks (n = 4), random forests (n = 3) and support vector machines (n = 3). Features mostly correlated with NIHL and used in the models were: age (n = 6), duration of noise exposure (n = 5) and noise exposure level (n = 4). Five included studies used either split-sample validation (n = 3) or ten-fold cross-validation (n = 2). Assessment of accuracy ranged in value from 75.3\% to 99\% with a low prediction error/root-mean-square error in 3 studies. Only 2 studies measured discrimination risk using the receiver operating characteristic (ROC) curve and/or the area under ROC curve. Conclusion In spite of high accuracy and low prediction error of machine learning models, some improvement can be expected from larger sample sizes, multiple algorithm use, completed reports of model construction and the sufficient evaluation of calibration and discrimination risk.}",2021,http://hdl.handle.net/10369/11272,{Springer},"Chen, Feifan AND Cao, Zuwei AND Grais, Emad M. AND Zhao, Fei",{Contributions and limitations of using machine learning to predict noise-induced hearing loss},article,98587f908f12fa1d83fff6aea9e50752ad9d10a9c7f4fb278c73c46496e3ee57,,
,,{Source: 2022 IEEE North Karnataka Subsection Flagship International Conference (NKCon)},2022,http://dx.doi.org/10.1109/nkcon56289.2022.10127090,{IEEE},"Pai K, Venkataramana AND Thilagam, P. Santhi","{Hearing Loss Prediction in Newborns, Infants and Toddlers using Machine Learning}",proceedings,b9a28b6c6155ae286523aaf5c6abe241dc3e2bec0a63ab17fd7c48d9ca09911f,,
{en},{[INFO]Computer Science [cs]},"{Source: 2019 15th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS) ; https://hal.u-pec.fr/hal-04323908 ; 2019 15th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS), Nov 2019, Sorrento, Italy. pp.146-150, &#x27E8;10.1109/SITIS.2019.00034&#x27E9; ; Description: International audience}",2019,https://hal.u-pec.fr/hal-04323908,"{HAL CCSD, IEEE}","Ilyas, Muhammad AND Nait-Ali, Amine",{Machine Learning Based Detection of Hearing Loss Using Auditory Perception Responses},proceedings,7030568dd2c40f23b8e9fcfb94637a1153b900324ff229345941d21f66a04c31,"{Laboratoire Images, Signaux et Syst{\`e}mes Intelligents (LISSI)}",
,{Gene Sequencing},"{Description: This is the Supporting Datasets for the manuscript ""Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 mutations"" by Luo et al in EBiomedicine . The two data sets were processed sequencing data, of which the Discovery Set was from the medical records and the Validation Set was from the Disabled Persons{\textquoteright} Federation. PS: No mutations found were indicated by 0, heterozygous mutations by 1, and homozygous mutations by 2}",2021,https://doi.org/10.17632/6mh8mpnbgv.1,,xiao mei luo (10220563),"{Data for: Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 mutations}",misc,5648b6206dab65e05090dbd61a9a1f9a9e2360b19dad8071c07ef64e5845e267,,
,{Gene Sequencing},"{Description: Mendeley ; This is the Supporting Datasets for the manuscript ""Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 mutations"" by Luo et al in EBiomedicine . The two data sets were processed sequencing data, of which the Discovery Set was from the medical records and the Validation Set was from the Disabled Persons{\textquoteright} Federation. PS: No mutations found were indicated by 0, heterozygous mutations by 1, and homozygous mutations by 2 ...}",2021,https://dx.doi.org/10.17632/6mh8mpnbgv.1,,"Luo, Xiao Mei","{Data for: Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 mutations ...}",misc,31f0914625ebd40b52b14336882d28b853967644107e14e241aaad4f8f18c445,,
{eng},,"{Description: Purpose: The aim of this study was to analyze the performance of multivariate machine learning (ML) models applied to a speech-in-noise hearing screening test and investigate the contribution of the measured features toward hearing loss detection using explainability techniques.Method: Seven different ML techniques, including transparent (i.e., decision tree and logistic regression) and opaque (e.g., random forest) models, were trained and evaluated on a data set including 215 tested ears (99 with hearing loss of mild degree or higher and 116 with no hearing loss). Post hoc explainability techniques were applied to highlight the role of each feature in predicting hearing loss.Results: Random forest (accuracy =.85, sensitivity =.86, specificity =.85, precision =.84) performed, on average, better than decision tree (accuracy =.82, sensitivity =.84, specificity =.80, precision =.79). Support vector machine, logistic regression, and gradient boosting had similar performance as random forest. According to post hoc explainability analysis on models generated using random forest, the features with the highest relevance in predicting hearing loss were age, number and percentage of correct responses, and average reaction time, whereas the total test time had the lowest relevance.Conclusions: This study demonstrates that a multivariate approach can help detect hearing loss with satisfactory performance. Further research on a bigger sample and using more complex ML algorithms and explainability techniques is needed to fully investigate the role of input features (including additional features such as risk factors and individual responses to low-/high-frequency stimuli) in predicting hearing loss.}",2022,https://hdl.handle.net/11311/1233530,,"Lenatti, Marta AND Moreno-Sánchez, Pedro A AND Polo, Edoardo M AND Mollura, Maximiliano AND Barbieri, Riccardo AND Paglialonga, Alessia",{Evaluation of Machine Learning Algorithms and Explainability Techniques to Detect Hearing Loss From a Speech-in-Noise Screening Test},article,afb4fcd4fcc56f1fe0edae066ca62791da5ff7b2889dc6365db666686d62aaee,"{Lenatti, Marta}",
{en},"{General Biochemistry, Genetics and Molecular Biology}","{Source: eBioMedicine ; volume 69, page 103322 ; ISSN 2352-3964}",2021,http://dx.doi.org/10.1016/j.ebiom.2021.103322,{Elsevier BV},"Luo, Xiaomei AND Li, Fengmei AND Xu, Wenchang AND Hong, Kaicheng AND Yang, Tao AND Chen, Jiansheng AND Chen, Xiaohe AND Wu, Hao","{Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 variants}",article,c5b68120a8122f2457f50f0d1a3913a0e0b3cd455ae18ffb67082f1570298733,{National Key Research and Development Program of China},
,{Otorhinolaryngology},"{Description: Supplemental material, sj-docx-2-aor-10.1177_00034894231206902 for Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review by Amirhossein Aghakhani, Milad Yousefi and Mir Saeed Yekaninejad in Annals of Otology, Rhinology \& Laryngology ...}",2023,https://dx.doi.org/10.25384/sage.24417423.v1,{SAGE Journals},"Aghakhani, Amirhossein AND Yousefi, Milad AND Yekaninejad, Mir Saeed",{sj-docx-2-aor-10.1177_00034894231206902 {\textendash} Supplemental material for Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review ...},article,a7498b76753388b6007f871e0769f24e17163296faac0a264ec9eeaec5635f78,,
{English},{Computer Science},{Source: http://rave.ohiolink.edu/etdc/view?acc_num=ucin1447689755 ; Description: University of Cincinnati / OhioLINK},2015,http://rave.ohiolink.edu/etdc/view?acc_num=ucin1447689755,,"Tan, Lirong",{Identification of Disease Biomarkers from Brain fMRI Data using Machine Learning Techniques: Applications in Sensorineural Hearing Loss and Attention Deficit Hyperactivity Disorder},misc,92c82eb555c359371e098e8c085f27dbf01504bf953744d9ed86f35a25c2a232,,
,{Otorhinolaryngology},"{Description: SAGE Journals ; Supplemental material, sj-csv-3-aor-10.1177_00034894231206902 for Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review by Amirhossein Aghakhani, Milad Yousefi and Mir Saeed Yekaninejad in Annals of Otology, Rhinology \& Laryngology ...}",2023,https://dx.doi.org/10.25384/sage.24417417,,"Aghakhani, Amirhossein AND Yousefi, Milad AND Yekaninejad, Mir Saeed",{sj-csv-3-aor-10.1177_00034894231206902 {\textendash} Supplemental material for Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review ...},misc,6c6ec7c4db9c978cf3889ed8cf150ff9042c0ff4997eb2fd0b7a1a740c660df0,,
,{Otorhinolaryngology},"{Description: Supplemental material, sj-docx-1-aor-10.1177_00034894231206902 for Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review by Amirhossein Aghakhani, Milad Yousefi and Mir Saeed Yekaninejad in Annals of Otology, Rhinology \& Laryngology ...}",2023,https://dx.doi.org/10.25384/sage.24417420,{SAGE Journals},"Aghakhani, Amirhossein AND Yousefi, Milad AND Yekaninejad, Mir Saeed",{sj-docx-1-aor-10.1177_00034894231206902 {\textendash} Supplemental material for Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review ...},article,339d1c86ba9b03c04ea9601039955558f463946d6b770ff8bd40e1ab92f3d595,,
,{Otorhinolaryngology},"{Description: Supplemental material, sj-docx-1-aor-10.1177_00034894231206902 for Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review by Amirhossein Aghakhani, Milad Yousefi and Mir Saeed Yekaninejad in Annals of Otology, Rhinology \& Laryngology ...}",2023,https://dx.doi.org/10.25384/sage.24417420.v1,{SAGE Journals},"Aghakhani, Amirhossein AND Yousefi, Milad AND Yekaninejad, Mir Saeed",{sj-docx-1-aor-10.1177_00034894231206902 {\textendash} Supplemental material for Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review ...},article,85c675b9e9e28c9438c9447f003400eaeb78158e611d640dbc8b5984dbb037d0,,
{EN},{AlexNet},"{Source: International Journal of Cognitive Computing in Engineering, Vol 2, Iss , Pp 144-153 (2021) ; Description: Hearing is a very important feeling for humans. It helps to perceive the environment around us and can warn us of any imminent dangers around us. Hearing loss is an impaired ability to hear sound. Sensorineural hearing loss (SNHL) is very common in today{\textquoteright}s society. Classification of hearing loss is helpful for clinical diagnosis, finding suitable treatment methods and allocating appropriate medical interventions. This paper presents a novel method for hearing loss classification based on magnetic resonance images, which can automatically recognize tissue specific features in a given MRI image. The study involved magnetic resonance images (MRI) of 60 participants in three categories of balance: left SNHL, right SNHL, and a healthy control group. Our method uses AlexNet to extract the features of a single category, and uses Extreme Learning Machine to form a triclassifier for automatic SNHL classification. From the experimental results and the practicability of the algorithm, the classification performance is obviously better than the standard deep learning method and other traditional methods.}",2021,https://doi.org/10.1016/j.ijcce.2021.09.002,"{KeAi Communications Co., Ltd.}",Bin Li,{Hearing loss classification via AlexNet and extreme learning machine},article,05984d21c23b887737b5e56f97d91e138d6ae4ada91a0a17709496fb4aa247ba,,
{en},{Engineering (miscellaneous)},"{Source: International Journal of Cognitive Computing in Engineering ; volume 2, page 144-153 ; ISSN 2666-3074}",2021,http://dx.doi.org/10.1016/j.ijcce.2021.09.002,{Elsevier BV},"Li, Bin",{Hearing loss classification via AlexNet and extreme learning machine},article,b2a38916a81b6ba7fa2b973af3ed857080d608e360263ec99c57a2702608e076,,
{EN},{Hearing Impairment},"{Source: Iraqi Journal for Computer Science and Mathematics, Vol 4, Iss 2 (2023) ; Description: : Hearing loss or hearing impairment is one of the most leading cause highly affecting the people around the world in present days. Also, the youngsters and adults are mostly affecting by this disease, which affects their normal/social life, carrier, education, and etc. Hence, it should be properly identified and diagnosed for providing an earlier treatments to save the people live. For this purpose, the different types of automated hearing loss prediction/detection systems are developed in the conventional works. The existing works are mainly focused on deploying the machine learning/deep learning based prediction approaches for disease identification. However, it lacks with the flaws of difficult computational steps, more training \& testing time, increased mis-prediction results, and error outputs. Therefore, the proposed work objects to develop a Human Age - Hearing Impairment \& Level (HAHIL) prediction system by using the machine learning methodologies. Here, three distinct prediction models are deployed for age prediction, hearing loss detection, and its severity level prediction. The Biased Probability Neural Network (BPNN) technique is utilized to predict the age based on simulated human acoustical signals. Then, the Regularized Extreme Learning Machine (RELM) mechanism is deployed for predicting the hearing impairment by constructing the weight and target matrices. During evaluation, the performance of the proposed HAHIL prediction system is validated and tested by using various evaluation indicators.}",2023,https://doi.org/10.52866/ijcsm.2023.02.02.005,"{College of Education, Al-Iraqia University}",Selvaganesh N AND Shanthi D AND Rajesh Pandian N,{A Novel Biased Probability Neural Network (BPNN) and Regularized Extreme Learning Machine (RELM) based Hearing Loss Prediction System},article,f37acfe6f1ed1ac0b0a60ac4c59589a9468a38f22fb9aa36684d2ba016ac4ed2,,
,{Uncategorized},"{Description: Sensorineural hearing loss (SNHL) is a common hearing disorder or deafness which accounts for about 90\% of the reported hearing loss. Magnetic resonance imaging (MRI) has been found to be an effective neuroimaging technique for detecting SNHL. However, manual detection methods, mainly based on the visual inspection of MRI, are cumbersome, time-consuming and need skilled supervision. Hence, there is a great need to design a computer-aided detection system for fast, accurate and automated detection of SNHL. This paper presents a new method for automated diagnosis of SNHL through brain MR images. Fast discrete curvelet transform is employed for image decomposition. The features are extracted from various decomposed subbands at different scales and orientations. A set of discriminant features is then derived using PCA+LDA algorithm. A hybrid classifier is suggested by integrating extreme learning machine and Jaya optimization with mutation (MJaya-ELM) to distinguish hearing loss images from healthy MR images. The proposed hybrid method overcomes the drawbacks of traditional ELM and other learning algorithms for single layer feedforward neural network. The concept of mutation is introduced to conventional Jaya optimization (MJaya) for improving the global search ability of the solutions by providing additional diversity. The proposed system is evaluated on a well-studied database. The comparison results demonstrate that the proposed scheme outperforms the existing schemes in terms of overall accuracy and sensitivity over different classes. The effectiveness of the proposed MJaya-ELM algorithm is also compared with its counterparts such as PSO-ELM, DE-ELM, and Jaya-ELM, and the results indicate the superiority of MJaya-ELM.}",2019,https://figshare.com/articles/journal_contribution/MJaya-ELM_A_Jaya_algorithm_with_mutation_and_extreme_learning_machine_based_approach_for_sensorineural_hearing_loss_detection/11944830,,Deepak R. Nayaka AND Yudong Zhang AND Dibya S. Das AND Subinita Panda,{MJaya-ELM: A Jaya algorithm with mutation and extreme learning machine based approach for sensorineural hearing loss detection},article,48430a362f84ee43210dd849e7605fcc08c2e4926c5b14526ed972d15c5bf622,,
{en},{Multidisciplinary},"{Source: PLOS ONE ; volume 14, issue 6, page e0217790 ; ISSN 1932-6203}",2019,http://dx.doi.org/10.1371/journal.pone.0217790,{Public Library of Science (PLoS)},"Chang, Young-Soo AND Park, Heesung AND Hong, Sung Hwa AND Chung, Won-Ho AND Cho, Yang-Sun AND Moon, Il Joon",{Predicting cochlear dead regions in patients with hearing loss through a machine learning-based approach: A preliminary study},article,24e88adca0a625869d4b7462ecfefc8dc3f5015416f3e567cd5d550b1f84886f,"{Buechner, Andreas}",
,{Gene Sequencing},"{Description: Mendeley ; This is the Supporting Datasets for the manuscript ""Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 mutations"" by Luo et al in EBiomedicine . The two data sets were processed sequencing data, of which the Discovery Set was from the medical records and the Validation Set was from the Disabled Persons{\textquoteright} Federation. PS: No mutations found were indicated by 0, heterozygous mutations by 1, and homozygous mutations by 2 ...}",2021,https://dx.doi.org/10.17632/6mh8mpnbgv.1,,"Luo, Xiao Mei","{Data for: Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 mutations ...}",misc,31f0914625ebd40b52b14336882d28b853967644107e14e241aaad4f8f18c445,,
,{Gene Sequencing},"{Description: Mendeley ; This is the Supporting Datasets for the manuscript ""Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 variants"" by Luo et al in EBiomedicine . The two data sets were processed sequencing data, of which the Discovery Set was from the medical records and the Validation Set was from the Disabled Persons{\textquoteright} Federation. PS: No mutations found were indicated by 0, heterozygous mutations by 1, and homozygous mutations by 2 ...}",2021,https://dx.doi.org/10.17632/6mh8mpnbgv.2,,"Luo, Xiao Mei","{Data for: Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 variants ...}",misc,bbb0899f1648018b0ef8301ff09d980b8303ad8885038340fb1f5b7100d41e53,,
,{Gene Sequencing},"{Description: Mendeley ; This is the Supporting Datasets for the manuscript ""Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 variants"" by Luo et al in EBiomedicine . The two data sets were processed sequencing data, of which the Discovery Set was from the medical records and the Validation Set was from the Disabled Persons{\textquoteright} Federation. PS: No mutations found were indicated by 0, heterozygous mutations by 1, and homozygous mutations by 2 ...}",2021,https://dx.doi.org/10.17632/6mh8mpnbgv,,"Luo, Xiao Mei","{Data for: Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 variants ...}",misc,01fdeb02465bc3f5c8dd49dc1c87b2d5540834fd311ca1abb71ec5c2dc1a63e7,,
{en},{217 Medical engineering},"{Description: Purpose: The aim of this study was to analyze the performance of multivariate machine learning (ML) models applied to a speech-in-noise hearing screening test and investigate the contribution of the measured features toward hearing loss detection using explainability techniques. Method: Seven different ML techniques, including transparent (i.e., decision tree and logistic regression) and opaque (e.g., random forest) models, were trained and evaluated on a data set including 215 tested ears (99 with hearing loss of mild degree or higher and 116 with no hearing loss). Post hoc explainability techniques were applied to highlight the role of each feature in predicting hearing loss. Results: Random forest (accuracy = .85, sensitivity = .86, specificity = .85, precision = .84) performed, on average, better than decision tree (accuracy = .82, sensitivity = .84, specificity = .80, precision = .79). Support vector machine, logistic regression, and gradient boosting had similar performance as random forest. According to post hoc explainability analysis on models generated using random forest, the features with the highest relevance in predicting hearing loss were age, number and percentage of correct responses, and average reaction time, whereas the total test time had the lowest relevance. Conclusions: This study demonstrates that a multivariate approach can help detect hearing loss with satisfactory performance. Further research on a bigger sample and using more complex ML algorithms and explainability techniques is needed to fully investigate the role of input features (including additional features such as risk factors and individual responses to low-/high-frequency stimuli) in predicting hearing loss. ; Peer reviewed}",2022,https://trepo.tuni.fi/handle/10024/143753,,"Lenatti, Marta AND Moreno-S{\'a}nchez, Pedro A. AND Polo, Edoardo M. AND Mollura, Maximiliano AND Barbieri, Riccardo AND Paglialonga, Alessia",{Evaluation of Machine Learning Algorithms and Explainability Techniques to Detect Hearing Loss From a Speech-in-Noise Screening Test},article,4daf9d4a54fe548e19f650cd26510dcf413e9d795f50d2dcbe6f6673a6b00bd5,{Tampere University},
{eng},,"{Description: Purpose: The aim of this study was to analyze the performance of multivariate machine learning (ML) models applied to a speech-in-noise hearing screening test and investigate the contribution of the measured features toward hearing loss detection using explainability techniques.Method: Seven different ML techniques, including transparent (i.e., decision tree and logistic regression) and opaque (e.g., random forest) models, were trained and evaluated on a data set including 215 tested ears (99 with hearing loss of mild degree or higher and 116 with no hearing loss). Post hoc explainability techniques were applied to highlight the role of each feature in predicting hearing loss.Results: Random forest (accuracy =.85, sensitivity =.86, specificity =.85, precision =.84) performed, on average, better than decision tree (accuracy =.82, sensitivity =.84, specificity =.80, precision =.79). Support vector machine, logistic regression, and gradient boosting had similar performance as random forest. According to post hoc explainability analysis on models generated using random forest, the features with the highest relevance in predicting hearing loss were age, number and percentage of correct responses, and average reaction time, whereas the total test time had the lowest relevance.Conclusions: This study demonstrates that a multivariate approach can help detect hearing loss with satisfactory performance. Further research on a bigger sample and using more complex ML algorithms and explainability techniques is needed to fully investigate the role of input features (including additional features such as risk factors and individual responses to low-/high-frequency stimuli) in predicting hearing loss.}",2022,https://hdl.handle.net/11311/1233530,,"Lenatti, Marta AND Moreno-Sánchez, Pedro A AND Polo, Edoardo M AND Mollura, Maximiliano AND Barbieri, Riccardo AND Paglialonga, Alessia",{Evaluation of Machine Learning Algorithms and Explainability Techniques to Detect Hearing Loss From a Speech-in-Noise Screening Test},article,afb4fcd4fcc56f1fe0edae066ca62791da5ff7b2889dc6365db666686d62aaee,"{Lenatti, Marta}",
{en},{Research Paper},"{Source: EBioMedicine ; Description: Elsevier ; BACKGROUND: Hereditary hearing loss (HHL) is the most common sensory deficit, which highly afflicts humans. With gene sequencing technology development, more variants will be identified and support genetic diagnoses, which is difficult for human experts to diagnose. This study aims to develop a machine learning-based genetic diagnosis model of HHL-related variants of GJB2, SLC26A4 and MT-RNR1. METHODS: This case-control study included 1898 subjects, among which 1354 were HHL patients and 544 were carriers. Risk assessment models were established based on variants at 144 sites in three genes related to HHL by building six machine learning (ML) models. We compared the ML models with the genetic risk score (GRS) and expert interpretation (EI) to verify the clinical performance. FINDINGS: Among the six ML models, the support vector machine (SVM) showed the best performance. For the prediction of HHL-related gene sites in subjects with variants, the area under the receiver operating characteristic (AUC) of the SVM model was 0.803 (0.680{\textendash}0.814) in the 10-fold stratified cross-validation and 0.751 (0.635{\textendash}0.779) in external validation. The predicted results were better than both EI and GRS. Furthermore, 11 sites were identified as the smallest feature set that can be accurately predicted. INTERPRETATION: The developed SVM model has great potential to be an efficient and effective tool for HHL prediction when high throughput sequencing data are available.}",2021,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC8237285/,,"Luo, Xiaomei AND Li, Fengmei AND Xu, Wenchang AND Hong, Kaicheng AND Yang, Tao AND Chen, Jiansheng AND Chen, Xiaohe AND Wu, Hao","{Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 variants}",misc,2e8224d8578b298126dfc126d848672a28477d24cb12cdc6de2cdc87c5520cbe,,
{EN},{Hereditary hearing loss},"{Source: EBioMedicine, Vol 69, Iss , Pp 103322- (2021) ; Description: Background: Hereditary hearing loss (HHL) is the most common sensory deficit, which highly afflicts humans. With gene sequencing technology development, more variants will be identified and support genetic diagnoses, which is difficult for human experts to diagnose. This study aims to develop a machine learning-based genetic diagnosis model of HHL-related variants of GJB2, SLC26A4 and MT-RNR1. Methods: This case-control study included 1898 subjects, among which 1354 were HHL patients and 544 were carriers. Risk assessment models were established based on variants at 144 sites in three genes related to HHL by building six machine learning (ML) models. We compared the ML models with the genetic risk score (GRS) and expert interpretation (EI) to verify the clinical performance. Findings: Among the six ML models, the support vector machine (SVM) showed the best performance. For the prediction of HHL-related gene sites in subjects with variants, the area under the receiver operating characteristic (AUC) of the SVM model was 0.803 (0.680{\textendash}0.814) in the 10-fold stratified cross-validation and 0.751 (0.635{\textendash}0.779) in external validation. The predicted results were better than both EI and GRS. Furthermore, 11 sites were identified as the smallest feature set that can be accurately predicted. Interpretation: The developed SVM model has great potential to be an efficient and effective tool for HHL prediction when high throughput sequencing data are available.}",2021,https://doi.org/10.1016/j.ebiom.2021.103322,{Elsevier},Xiaomei Luo AND Fengmei Li AND Wenchang Xu AND Kaicheng Hong AND Tao Yang AND Jiansheng Chen AND Xiaohe Chen AND Hao Wu,"{Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 variants}",article,e1f3713f48a6cc6bdb247271035b18d8e6b907aeadc30c2a4e51a6d1e2ec1a28,,
{en},{Research Article},"{Description: Public Library of Science ; We propose a machine learning (ML)-based model for predicting cochlear dead regions (DRs) in patients with hearing loss of various etiologies. Five hundred and fifty-five ears from 380 patients (3,770 test samples) diagnosed with sensorineural hearing loss (SNHL) were analyzed. A threshold-equalizing noise (TEN) test was applied to detect the presence of DRs. Data were collected on sex, age, side of the affected ear, hearing loss etiology, word recognition scores (WRS), and pure-tone thresholds at each frequency. According to the cause of hearing loss as diagnosed by the physician, we categorized the patients into six groups: 1) SNHL with unknown etiology; 2) sudden sensorineural hearing loss (SSNHL); 3) vestibular schwannoma (VS); 4) Meniere{\textquoteright}s disease (MD); 5) noise-induced hearing loss (NIHL); or 6) presbycusis or age-related hearing loss (ARHL). To develop a predictive model, we performed recursive partitioning and regression for classification, logistic regression, and random forest. The overall prevalence of one or more DRs in test ears was 20.36\% (113 ears). Among the 3,770 test samples, the overall frequency-specific prevalence of DR was 6.7\%. WRS, pure-tone thresholds at each frequency, disease type (VS or MD), and frequency information were useful for predicting DRs. Sex and age were not associated with detecting DRs. Based on these results, we suggest possible predictive factors for determining the presence of DRs. To improve the predictive power of the model, a more flexible model or more clinical features, such as the duration of hearing loss or risk factors for developing DRs, may be needed.}",2019,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC6546232/,,"Chang, Young-Soo AND Park, Heesung AND Hong, Sung Hwa AND Chung, Won-Ho AND Cho, Yang-Sun AND Moon, Il Joon",{Predicting cochlear dead regions in patients with hearing loss through a machine learning-based approach: A preliminary study},misc,021d79b5328c6b88b49094e177c329146b596875d5f94c9265551a50fa4e2226,,
{en},{Digital Health},"{Source: Front Digit Health ; Description: Frontiers Media S.A. ; Even before the COVID-19 pandemic, there was mounting interest in remote testing solutions for audiology. The ultimate goal of such work was to improve access to hearing healthcare for individuals that might be unable or reluctant to seek audiological help in a clinic. In 2015, Diane Van Tasell patented a method for measuring an audiogram when the precise signal level was unknown (patent US 8,968,209 B2). In this method, the slope between pure-tone thresholds measured at 2 and 4 kHz is calculated and combined with questionnaire information in order to reconstruct the most likely audiograms from a database of options. An approach like the Van Tasell method is desirable because it is quick and feasible to do in a patient{\textquoteright}s home where exact stimulus levels are unknown. The goal of the present study was to use machine learning to assess the effectiveness of such audiogram-estimation methods. The National Health and Nutrition Examination Survey (NHANES), a database of audiologic and demographic information, was used to train and test several machine learning algorithms. Overall, 9,256 cases were analyzed. Audiometric data were classified using the Wisconsin Age-Related Hearing Impairment Classification Scale (WARHICS), a method that places hearing loss into one of eight categories. Of the algorithms tested, a random forest machine learning algorithm provided the best fit with only a few variables: the slope between 2 and 4 kHz; gender; age; military experience; and self-reported hearing ability. Using this method, 54.79\% of the individuals were correctly classified, 34.40\% were predicted to have a milder loss than measured, and 10.82\% were predicted to have a more severe loss than measured. Although accuracy was low, it is unlikely audibility would be severely affected if classifications were used to apply gains. Based on audibility calculations, underamplification still provided sufficient gain to achieve ~95\% correct (Speech Intelligibility Index >= 0.45) for sentence materials for 88\% of individuals. Fewer than 1\% ...}",2021,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC8521948/,,"Ellis, Gregory M. AND Souza, Pamela E.",{Using Machine Learning and the National Health and Nutrition Examination Survey to Classify Individuals With Hearing Loss},misc,56087d4067b7941b2926124e5012adbae88b46684fe2f9bffcaa605ae9c8311f,,
,,"{Source: ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)}",2023,http://dx.doi.org/10.1109/icassp49357.2023.10095325,{IEEE},"Khalil, Rana M. AND Papanicolaou, Alexandra AND Chou, Renee Ti AND Gibbs, Bobby E. AND Anderson, Samira AND Gordon-Salant, Sandra AND Cummings, Michael P. AND Goupell, Matthew J.","{Using Machine Learning to Understand the Relationships Between Audiometric Data, Speech Perception, Temporal Processing, And Cognition}",proceedings,448168c0c567fec4a9a7f32ed230c7d3efc2c2620a6fa311b2e7244a7b7a5506,{University of Maryland},
